Generation 	 MaximumFitness 	 AverageFitness 	 GeneticDiversity 
1437          0.643717             0.610619                  0.033098 
1438          0.648589             0.610257                  0.038332 
1439          0.645250             0.610242                  0.035008 
1440          0.646278             0.610357                  0.035921 
1441          0.644378             0.610923                  0.033454 
1442          0.643639             0.611431                  0.032208 
1443          0.642144             0.611518                  0.030626 
1444          0.644867             0.611309                  0.033558 
1445          0.643150             0.611172                  0.031978 
1446          0.643022             0.611330                  0.031693 
1447          0.643883             0.612185                  0.031698 
1448          0.645833             0.612846                  0.032987 
1449          0.645456             0.613066                  0.032390 
1450          0.648017             0.613159                  0.034857 
1451          0.645922             0.613280                  0.032642 
1452          0.645767             0.612320                  0.033447 
1453          0.644822             0.611747                  0.033076 
1454          0.645506             0.611497                  0.034008 
1455          0.645006             0.611553                  0.033453 
1456          0.650206             0.611846                  0.038359 
1457          0.646522             0.612367                  0.034155 
1458          0.648672             0.612527                  0.036145 
1459          0.640656             0.611984                  0.028671 
1460          0.644683             0.612369                  0.032314 
1461          0.643422             0.612694                  0.030728 
1462          0.641450             0.613056                  0.028394 
1463          0.646133             0.613686                  0.032447 
1464          0.650017             0.613807                  0.036210 
1465          0.646600             0.613971                  0.032629 
1466          0.643817             0.613862                  0.029955 
1467          0.644022             0.614402                  0.029620 
1468          0.654928             0.614143                  0.040784 
1469          0.655183             0.614163                  0.041020 
1470          0.646778             0.614487                  0.032291 
1471          0.653594             0.614952                  0.038643 
1472          0.657983             0.615590                  0.042393 
1473          0.654061             0.615198                  0.038863 
1474          0.648656             0.615445                  0.033210 
1475          0.651700             0.614988                  0.036712 
1476          0.650128             0.615190                  0.034938 
1477          0.649928             0.615139                  0.034789 
1478          0.649406             0.615020                  0.034386 
1479          0.648783             0.615110                  0.033674 
1480          0.652861             0.615415                  0.037446 
1481          0.661133             0.615778                  0.045355 
1482          0.649111             0.615853                  0.033258 
1483          0.651761             0.615650                  0.036111 
1484          0.646939             0.615934                  0.031004 
1485          0.650861             0.616488                  0.034373 
1486          0.646861             0.616531                  0.030331 
1487          0.645267             0.616419                  0.028848 
1488          0.650011             0.615369                  0.034642 
1489          0.653983             0.615170                  0.038813 
1490          0.648372             0.614791                  0.033581 
1491          0.650622             0.614659                  0.035963 
1492          0.649267             0.615330                  0.033937 
1493          0.646206             0.614647                  0.031559 
1494          0.644128             0.614479                  0.029649 
1495          0.644394             0.614301                  0.030094 
1496          0.650494             0.614426                  0.036069 
1497          0.657061             0.613964                  0.043097 
1498          0.648628             0.614335                  0.034293 
1499          0.644733             0.614527                  0.030206 
1500          0.645433             0.614430                  0.031003 
